,serialid,id,date_str,degrees_from_mean,max_temp,min_temp,type,year,station_name,longitude,latitude,geometry,index_right,STATE,NAME,FIPS
101351,1012847,USC00319675,2013-04-05,-16.53,5.6,0.6,Weak Cold,2013,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101352,1017662,USC00319675,2013-07-28,-10.02,21.1,19.4,Weak Cold,2013,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101353,1020154,USC00319675,2013-08-18,-8.2,22.2,14.4,Weak Cold,2013,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101354,1020720,USC00319675,2013-08-17,-8.2,22.2,14.4,Weak Cold,2013,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101355,1020950,USC00319675,2013-08-16,-7.6,22.8,12.8,Weak Cold,2013,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101356,1021111,USC00319675,2013-08-10,4.0,30.0,21.7,Weak Hot,2013,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101357,1023964,USC00319675,2013-05-06,-12.85,12.8,8.9,Weak Cold,2013,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101358,1505140,USC00319675,2012-05-29,7.58,28.9,18.9,Weak Hot,2012,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101359,1511155,USC00319675,2012-03-15,11.58,28.3,6.7,Weak Hot,2012,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101360,1514944,USC00319675,2012-06-07,-10.42,18.9,12.8,Weak Cold,2012,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101361,1517539,USC00319675,2012-08-07,4.5,29.4,22.2,Weak Hot,2012,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101362,1517768,USC00319675,2012-08-06,4.0,31.7,21.7,Weak Hot,2012,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101363,1524844,USC00319675,2012-12-04,11.98,22.8,2.2,Weak Hot,2012,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101364,1525407,USC00319675,2012-12-05,11.38,22.2,3.3,Weak Hot,2012,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101365,1526359,USC00319675,2012-10-31,-12.74,8.9,-0.6,Weak Cold,2012,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101366,1526776,USC00319675,2012-10-30,-13.34,8.3,5.6,Weak Cold,2012,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101367,1527027,USC00319675,2012-11-26,-11.34,10.0,-9.4,Weak Cold,2012,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101368,1527711,USC00319675,2012-08-31,4.0,28.9,21.7,Weak Hot,2012,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101369,1530863,USC00319675,2012-03-24,12.52,27.2,14.4,Weak Hot,2012,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101370,1533878,USC00319675,2012-03-21,12.18,28.9,10.0,Weak Hot,2012,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101371,1536751,USC00319675,2012-09-01,7.13,31.1,21.1,Weak Hot,2012,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101372,1537475,USC00319675,2012-09-02,6.63,31.7,20.6,Weak Hot,2012,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101373,1538229,USC00319675,2012-09-03,7.13,31.7,21.1,Weak Hot,2012,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101374,1538966,USC00319675,2012-09-04,7.73,27.2,21.7,Weak Hot,2012,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101375,1539688,USC00319675,2012-09-05,7.73,26.7,21.7,Weak Hot,2012,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101376,1540198,USC00319675,2012-09-06,7.73,27.2,21.7,Weak Hot,2012,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101377,1540861,USC00319675,2012-10-09,-12.24,9.4,6.7,Weak Cold,2012,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101378,1543346,USC00319675,2012-06-30,8.48,37.8,19.4,Weak Hot,2012,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101379,1547010,USC00319675,2012-07-27,3.87,33.9,22.2,Weak Hot,2012,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101380,1550505,USC00319675,2012-08-20,-8.2,22.2,17.8,Weak Cold,2012,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101381,1556568,USC00319675,2012-03-31,11.42,24.4,13.3,Weak Hot,2012,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101382,1557334,USC00319675,2012-09-17,-9.23,17.8,15.0,Weak Cold,2012,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101383,1558305,USC00319675,2012-02-25,15.21,26.7,1.1,Weak Hot,2012,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101384,1566762,USC00319675,2012-06-12,4.66,26.7,20.6,Weak Hot,2012,YADKINVILLE 6 E,-80.5481,36.1306,POINT (-80.5481 36.1306),25,NC,North Carolina,37
101437,969480,USC00315123,2013-12-23,32.62,26.1,16.7,Strong Hot,2013,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101438,972758,USC00315123,2013-07-19,5.26,33.9,23.3,Weak Hot,2013,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101439,991243,USC00315123,2013-11-26,-10.09,6.1,-8.9,Weak Cold,2013,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101440,992768,USC00315123,2013-11-25,-24.07,3.3,-8.9,Strong Cold,2013,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101441,995197,USC00315123,2013-12-07,13.79,26.1,5.6,Weak Hot,2013,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101442,995875,USC00315123,2013-12-06,14.33,19.4,12.2,Weak Hot,2013,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101443,1006513,USC00315123,2013-01-13,14.05,21.1,10.6,Weak Hot,2013,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101444,1007930,USC00315123,2013-01-14,29.86,23.9,12.8,Strong Hot,2013,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101445,1013629,USC00315123,2013-10-06,9.7,32.2,15.0,Weak Hot,2013,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101446,1016173,USC00315123,2013-07-20,5.26,32.8,23.3,Weak Hot,2013,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101447,1021116,USC00315123,2013-08-10,5.8,33.3,23.3,Weak Hot,2013,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101448,1021855,USC00315123,2013-11-02,13.21,22.8,14.4,Weak Hot,2013,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101449,1511186,USC00315123,2012-03-15,12.13,28.9,9.4,Weak Hot,2012,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101450,1513481,USC00315123,2012-03-16,12.13,28.9,9.4,Weak Hot,2012,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101451,1524878,USC00315123,2012-12-04,12.09,24.4,5.0,Weak Hot,2012,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101452,1526378,USC00315123,2012-10-31,-12.5,10.0,3.3,Weak Cold,2012,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101453,1526796,USC00315123,2012-10-30,-13.6,8.9,5.0,Weak Cold,2012,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101454,1530894,USC00315123,2012-03-24,24.45,28.9,13.3,Strong Hot,2012,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101455,1533915,USC00315123,2012-03-21,12.32,27.8,13.3,Weak Hot,2012,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101456,1537499,USC00315123,2012-09-02,7.64,32.2,21.7,Weak Hot,2012,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101457,1539716,USC00315123,2012-09-05,7.64,31.7,21.7,Weak Hot,2012,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101458,1540220,USC00315123,2012-09-06,7.64,30.0,21.7,Weak Hot,2012,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101459,1540870,USC00315123,2012-10-09,-12.5,10.0,8.3,Weak Cold,2012,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101460,1541539,USC00315123,2012-10-03,14.03,30.6,20.6,Weak Hot,2012,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101461,1542619,USC00315123,2012-10-04,13.43,29.4,20.0,Weak Hot,2012,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101462,1543616,USC00315123,2012-04-07,-20.51,16.1,-15.0,Weak Cold,2012,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101463,1544022,USC00315123,2012-04-03,-13.31,21.7,-7.8,Weak Cold,2012,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101464,1547415,USC00315123,2012-12-11,14.93,22.2,12.8,Weak Hot,2012,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101465,1548072,USC00315123,2012-07-06,5.85,37.8,13.9,Weak Hot,2012,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101466,1558314,USC00315123,2012-02-25,14.2,26.1,3.9,Weak Hot,2012,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101467,1575338,USC00315123,2012-07-02,6.95,38.9,22.2,Weak Hot,2012,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101468,1576171,USC00315123,2012-07-01,7.45,39.4,20.0,Weak Hot,2012,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101469,1576748,USC00315123,2012-07-08,5.85,37.8,22.2,Weak Hot,2012,LOUISBURG,-78.3039,36.1028,POINT (-78.3039 36.1028),25,NC,North Carolina,37
101573,969485,USC00311239,2013-12-23,29.73,23.9,17.2,Strong Hot,2013,BURLINGTON FIRE STN #5,-79.4481,36.0603,POINT (-79.4481 36.0603),25,NC,North Carolina,37
101574,969796,USC00311239,2013-12-22,12.2,23.9,10.0,Weak Hot,2013,BURLINGTON FIRE STN #5,-79.4481,36.0603,POINT (-79.4481 36.0603),25,NC,North Carolina,37
101575,970747,USC00311239,2013-04-19,8.96,26.7,16.7,Weak Hot,2013,BURLINGTON FIRE STN #5,-79.4481,36.0603,POINT (-79.4481 36.0603),25,NC,North Carolina,37
101576,979303,USC00311239,2013-10-26,-9.08,13.3,-0.6,Weak Cold,2013,BURLINGTON FIRE STN #5,-79.4481,36.0603,POINT (-79.4481 36.0603),25,NC,North Carolina,37
101577,995208,USC00311239,2013-12-07,13.9,25.6,7.2,Weak Hot,2013,BURLINGTON FIRE STN #5,-79.4481,36.0603,POINT (-79.4481 36.0603),25,NC,North Carolina,37
101578,995886,USC00311239,2013-12-06,15.33,19.4,15.0,Weak Hot,2013,BURLINGTON FIRE STN #5,-79.4481,36.0603,POINT (-79.4481 36.0603),25,NC,North Carolina,37
101579,1012875,USC00311239,2013-04-05,-15.97,6.1,3.3,Weak Cold,2013,BURLINGTON FIRE STN #5,-79.4481,36.0603,POINT (-79.4481 36.0603),25,NC,North Carolina,37
101580,1021746,USC00311239,2013-11-01,10.88,22.8,14.4,Weak Hot,2013,BURLINGTON FIRE STN #5,-79.4481,36.0603,POINT (-79.4481 36.0603),25,NC,North Carolina,37
101581,1023993,USC00311239,2013-05-06,-12.06,13.9,10.0,Weak Cold,2013,BURLINGTON FIRE STN #5,-79.4481,36.0603,POINT (-79.4481 36.0603),25,NC,North Carolina,37
101582,1511199,USC00311239,2012-03-15,11.73,28.3,8.9,Weak Hot,2012,BURLINGTON FIRE STN #5,-79.4481,36.0603,POINT (-79.4481 36.0603),25,NC,North Carolina,37
101583,1520216,USC00311239,2012-07-10,5.75,37.8,22.2,Weak Hot,2012,BURLINGTON FIRE STN #5,-79.4481,36.0603,POINT (-79.4481 36.0603),25,NC,North Carolina,37
101584,1530911,USC00311239,2012-03-24,23.88,28.9,14.4,Strong Hot,2012,BURLINGTON FIRE STN #5,-79.4481,36.0603,POINT (-79.4481 36.0603),25,NC,North Carolina,37
101585,1533933,USC00311239,2012-03-21,11.73,28.3,13.3,Weak Hot,2012,BURLINGTON FIRE STN #5,-79.4481,36.0603,POINT (-79.4481 36.0603),25,NC,North Carolina,37
101586,1534821,USC00311239,2012-03-22,12.75,25.0,15.6,Weak Hot,2012,BURLINGTON FIRE STN #5,-79.4481,36.0603,POINT (-79.4481 36.0603),25,NC,North Carolina,37
101587,1535710,USC00311239,2012-03-23,11.55,26.1,14.4,Weak Hot,2012,BURLINGTON FIRE STN #5,-79.4481,36.0603,POINT (-79.4481 36.0603),25,NC,North Carolina,37
101588,1536807,USC00311239,2012-09-01,7.52,32.8,22.8,Weak Hot,2012,BURLINGTON FIRE STN #5,-79.4481,36.0603,POINT (-79.4481 36.0603),25,NC,North Carolina,37
101589,1541545,USC00311239,2012-10-03,10.92,30.0,19.4,Weak Hot,2012,BURLINGTON FIRE STN #5,-79.4481,36.0603,POINT (-79.4481 36.0603),25,NC,North Carolina,37
101590,1542624,USC00311239,2012-10-04,10.42,28.9,18.9,Weak Hot,2012,BURLINGTON FIRE STN #5,-79.4481,36.0603,POINT (-79.4481 36.0603),25,NC,North Carolina,37
101591,1543393,USC00311239,2012-06-30,8.96,38.9,20.6,Weak Hot,2012,BURLINGTON FIRE STN #5,-79.4481,36.0603,POINT (-79.4481 36.0603),25,NC,North Carolina,37
101592,1560434,USC00311239,2012-06-29,8.36,38.3,20.0,Weak Hot,2012,BURLINGTON FIRE STN #5,-79.4481,36.0603,POINT (-79.4481 36.0603),25,NC,North Carolina,37
101593,1576177,USC00311239,2012-07-01,6.85,38.9,20.6,Weak Hot,2012,BURLINGTON FIRE STN #5,-79.4481,36.0603,POINT (-79.4481 36.0603),25,NC,North Carolina,37
101594,1577036,USC00311239,2012-07-09,10.37,37.8,24.4,Strong Hot,2012,BURLINGTON FIRE STN #5,-79.4481,36.0603,POINT (-79.4481 36.0603),25,NC,North Carolina,37
101816,969498,USC00314684,2013-12-23,32.34,27.8,18.3,Strong Hot,2013,KINSTON 7 SE,-77.5433,35.1967,POINT (-77.5433 35.1967),25,NC,North Carolina,37
101817,970431,USC00314684,2013-12-24,12.32,25.6,4.4,Weak Hot,2013,KINSTON 7 SE,-77.5433,35.1967,POINT (-77.5433 35.1967),25,NC,North Carolina,37
101818,973681,USC00314684,2013-09-03,6.28,32.2,22.2,Weak Hot,2013,KINSTON 7 SE,-77.5433,35.1967,POINT (-77.5433 35.1967),25,NC,North Carolina,37
101819,986280,USC00314684,2013-01-31,13.13,24.4,9.4,Weak Hot,2013,KINSTON 7 SE,-77.5433,35.1967,POINT (-77.5433 35.1967),25,NC,North Carolina,37
101820,986822,USC00314684,2013-07-13,-6.8,25.0,21.1,Weak Cold,2013,KINSTON 7 SE,-77.5433,35.1967,POINT (-77.5433 35.1967),25,NC,North Carolina,37
101821,995231,USC00314684,2013-12-07,13.42,26.7,11.1,Weak Hot,2013,KINSTON 7 SE,-77.5433,35.1967,POINT (-77.5433 35.1967),25,NC,North Carolina,37
101822,1006557,USC00314684,2013-01-13,13.04,22.8,12.2,Weak Hot,2013,KINSTON 7 SE,-77.5433,35.1967,POINT (-77.5433 35.1967),25,NC,North Carolina,37
101823,1007970,USC00314684,2013-01-14,13.13,24.4,10.6,Weak Hot,2013,KINSTON 7 SE,-77.5433,35.1967,POINT (-77.5433 35.1967),25,NC,North Carolina,37
101824,1008363,USC00314684,2013-01-15,13.73,25.0,10.0,Weak Hot,2013,KINSTON 7 SE,-77.5433,35.1967,POINT (-77.5433 35.1967),25,NC,North Carolina,37
101825,1013654,USC00314684,2013-10-06,8.29,31.7,15.6,Weak Hot,2013,KINSTON 7 SE,-77.5433,35.1967,POINT (-77.5433 35.1967),25,NC,North Carolina,37
101826,1018448,USC00314684,2013-03-23,-9.64,10.6,-5.6,Weak Cold,2013,KINSTON 7 SE,-77.5433,35.1967,POINT (-77.5433 35.1967),25,NC,North Carolina,37
101827,1018516,USC00314684,2013-03-22,-10.14,9.4,-6.1,Weak Cold,2013,KINSTON 7 SE,-77.5433,35.1967,POINT (-77.5433 35.1967),25,NC,North Carolina,37
101828,1018758,USC00314684,2013-06-14,6.61,36.7,18.3,Weak Hot,2013,KINSTON 7 SE,-77.5433,35.1967,POINT (-77.5433 35.1967),25,NC,North Carolina,37
101829,1020736,USC00314684,2013-08-17,-8.28,22.8,18.3,Weak Cold,2013,KINSTON 7 SE,-77.5433,35.1967,POINT (-77.5433 35.1967),25,NC,North Carolina,37
101830,1020972,USC00314684,2013-08-16,-7.78,23.3,16.1,Weak Cold,2013,KINSTON 7 SE,-77.5433,35.1967,POINT (-77.5433 35.1967),25,NC,North Carolina,37
101831,1021122,USC00314684,2013-08-10,4.65,33.3,23.9,Weak Hot,2013,KINSTON 7 SE,-77.5433,35.1967,POINT (-77.5433 35.1967),25,NC,North Carolina,37
101832,1530936,USC00314684,2012-03-24,11.56,28.3,15.6,Weak Hot,2012,KINSTON 7 SE,-77.5433,35.1967,POINT (-77.5433 35.1967),25,NC,North Carolina,37
101833,1537541,USC00314684,2012-09-02,14.53,35.6,23.3,Strong Hot,2012,KINSTON 7 SE,-77.5433,35.1967,POINT (-77.5433 35.1967),25,NC,North Carolina,37
101834,1541558,USC00314684,2012-10-03,13.54,29.4,22.8,Weak Hot,2012,KINSTON 7 SE,-77.5433,35.1967,POINT (-77.5433 35.1967),25,NC,North Carolina,37
101835,1542635,USC00314684,2012-10-04,10.74,27.8,20.0,Weak Hot,2012,KINSTON 7 SE,-77.5433,35.1967,POINT (-77.5433 35.1967),25,NC,North Carolina,37
101836,1547420,USC00314684,2012-12-11,15.62,23.3,16.1,Weak Hot,2012,KINSTON 7 SE,-77.5433,35.1967,POINT (-77.5433 35.1967),25,NC,North Carolina,37
101837,1548658,USC00314684,2012-07-07,3.93,37.2,23.9,Weak Hot,2012,KINSTON 7 SE,-77.5433,35.1967,POINT (-77.5433 35.1967),25,NC,North Carolina,37
101838,1553097,USC00314684,2012-05-04,7.81,34.4,16.7,Weak Hot,2012,KINSTON 7 SE,-77.5433,35.1967,POINT (-77.5433 35.1967),25,NC,North Carolina,37
101839,1557179,USC00314684,2012-03-30,11.64,29.4,10.0,Weak Hot,2012,KINSTON 7 SE,-77.5433,35.1967,POINT (-77.5433 35.1967),25,NC,North Carolina,37
101840,1558631,USC00314684,2012-02-24,12.57,25.6,11.7,Weak Hot,2012,KINSTON 7 SE,-77.5433,35.1967,POINT (-77.5433 35.1967),25,NC,North Carolina,37
101841,1574957,USC00314684,2012-07-05,4.43,36.1,24.4,Weak Hot,2012,KINSTON 7 SE,-77.5433,35.1967,POINT (-77.5433 35.1967),25,NC,North Carolina,37
101842,1575365,USC00314684,2012-07-02,7.1,38.9,19.4,Weak Hot,2012,KINSTON 7 SE,-77.5433,35.1967,POINT (-77.5433 35.1967),25,NC,North Carolina,37
101843,1576196,USC00314684,2012-07-01,7.1,38.9,22.8,Weak Hot,2012,KINSTON 7 SE,-77.5433,35.1967,POINT (-77.5433 35.1967),25,NC,North Carolina,37
101844,1576772,USC00314684,2012-07-08,5.63,37.2,25.6,Weak Hot,2012,KINSTON 7 SE,-77.5433,35.1967,POINT (-77.5433 35.1967),25,NC,North Carolina,37
101845,1577048,USC00314684,2012-07-09,5.03,37.2,25.0,Weak Hot,2012,KINSTON 7 SE,-77.5433,35.1967,POINT (-77.5433 35.1967),25,NC,North Carolina,37
102388,969540,USC00315890,2013-12-23,14.98,18.9,12.8,Weak Hot,2013,MT AIRY 2 W,-80.6508,36.4992,POINT (-80.6508 36.4992),25,NC,North Carolina,37
102389,974675,USC00315890,2013-03-19,-13.01,2.8,0.0,Weak Cold,2013,MT AIRY 2 W,-80.6508,36.4992,POINT (-80.6508 36.4992),25,NC,North Carolina,37
102390,979103,USC00315890,2013-10-27,-12.05,13.9,-5.6,Weak Cold,2013,MT AIRY 2 W,-80.6508,36.4992,POINT (-80.6508 36.4992),25,NC,North Carolina,37
102391,979354,USC00315890,2013-10-26,-23.36,10.0,-5.6,Strong Cold,2013,MT AIRY 2 W,-80.6508,36.4992,POINT (-80.6508 36.4992),25,NC,North Carolina,37
102392,980026,USC00315890,2013-11-15,-9.15,15.6,-7.8,Weak Cold,2013,MT AIRY 2 W,-80.6508,36.4992,POINT (-80.6508 36.4992),25,NC,North Carolina,37
102393,980184,USC00315890,2013-11-14,-9.15,8.9,-7.8,Weak Cold,2013,MT AIRY 2 W,-80.6508,36.4992,POINT (-80.6508 36.4992),25,NC,North Carolina,37
102394,986049,USC00315890,2013-01-30,12.08,20.6,-0.6,Weak Hot,2013,MT AIRY 2 W,-80.6508,36.4992,POINT (-80.6508 36.4992),25,NC,North Carolina,37
102395,995345,USC00315890,2013-12-07,12.59,22.8,7.2,Weak Hot,2013,MT AIRY 2 W,-80.6508,36.4992,POINT (-80.6508 36.4992),25,NC,North Carolina,37
102396,996004,USC00315890,2013-12-06,13.28,18.3,11.1,Weak Hot,2013,MT AIRY 2 W,-80.6508,36.4992,POINT (-80.6508 36.4992),25,NC,North Carolina,37
102397,1003527,USC00315890,2013-08-01,-7.88,22.2,18.9,Weak Cold,2013,MT AIRY 2 W,-80.6508,36.4992,POINT (-80.6508 36.4992),25,NC,North Carolina,37
102398,1004937,USC00315890,2013-01-26,-12.92,-4.4,-8.3,Weak Cold,2013,MT AIRY 2 W,-80.6508,36.4992,POINT (-80.6508 36.4992),25,NC,North Carolina,37
102399,1006673,USC00315890,2013-01-13,10.9,20.0,7.2,Weak Hot,2013,MT AIRY 2 W,-80.6508,36.4992,POINT (-80.6508 36.4992),25,NC,North Carolina,37
102400,1008068,USC00315890,2013-01-14,27.98,21.1,11.7,Strong Hot,2013,MT AIRY 2 W,-80.6508,36.4992,POINT (-80.6508 36.4992),25,NC,North Carolina,37
102401,1008692,USC00315890,2013-05-16,6.94,32.2,6.7,Weak Hot,2013,MT AIRY 2 W,-80.6508,36.4992,POINT (-80.6508 36.4992),25,NC,North Carolina,37
102402,1012939,USC00315890,2013-04-05,-16.31,5.0,0.0,Weak Cold,2013,MT AIRY 2 W,-80.6508,36.4992,POINT (-80.6508 36.4992),25,NC,North Carolina,37
102403,1013698,USC00315890,2013-10-06,8.69,30.0,12.8,Weak Hot,2013,MT AIRY 2 W,-80.6508,36.4992,POINT (-80.6508 36.4992),25,NC,North Carolina,37
102404,1014244,USC00315890,2013-10-05,9.29,30.6,11.7,Weak Hot,2013,MT AIRY 2 W,-80.6508,36.4992,POINT (-80.6508 36.4992),25,NC,North Carolina,37
102405,1017781,USC00315890,2013-07-28,-7.89,22.8,18.9,Weak Cold,2013,MT AIRY 2 W,-80.6508,36.4992,POINT (-80.6508 36.4992),25,NC,North Carolina,37
102406,1018527,USC00315890,2013-03-22,-12.51,3.3,-7.2,Weak Cold,2013,MT AIRY 2 W,-80.6508,36.4992,POINT (-80.6508 36.4992),25,NC,North Carolina,37
102407,1018938,USC00315890,2013-06-13,5.35,34.4,15.0,Weak Hot,2013,MT AIRY 2 W,-80.6508,36.4992,POINT (-80.6508 36.4992),25,NC,North Carolina,37
102408,1020201,USC00315890,2013-08-18,-9.48,20.6,12.8,Weak Cold,2013,MT AIRY 2 W,-80.6508,36.4992,POINT (-80.6508 36.4992),25,NC,North Carolina,37
102409,1024069,USC00315890,2013-05-06,-13.06,12.2,9.4,Weak Cold,2013,MT AIRY 2 W,-80.6508,36.4992,POINT (-80.6508 36.4992),25,NC,North Carolina,37
102410,1505283,USC00315890,2012-05-29,8.41,30.6,18.9,Weak Hot,2012,MT AIRY 2 W,-80.6508,36.4992,POINT (-80.6508 36.4992),25,NC,North Carolina,37
102411,1514979,USC00315890,2012-06-07,-9.65,19.4,10.6,Weak Cold,2012,MT AIRY 2 W,-80.6508,36.4992,POINT (-80.6508 36.4992),25,NC,North Carolina,37
102412,1525057,USC00315890,2012-12-04,12.59,22.8,1.1,Weak Hot,2012,MT AIRY 2 W,-80.6508,36.4992,POINT (-80.6508 36.4992),25,NC,North Carolina,37
102413,1525540,USC00315890,2012-12-05,11.49,21.7,1.1,Weak Hot,2012,MT AIRY 2 W,-80.6508,36.4992,POINT (-80.6508 36.4992),25,NC,North Carolina,37
102414,1526455,USC00315890,2012-10-31,-13.51,7.8,5.0,Weak Cold,2012,MT AIRY 2 W,-80.6508,36.4992,POINT (-80.6508 36.4992),25,NC,North Carolina,37
102415,1526887,USC00315890,2012-10-30,-13.51,7.8,5.0,Weak Cold,2012,MT AIRY 2 W,-80.6508,36.4992,POINT (-80.6508 36.4992),25,NC,North Carolina,37
102416,1530296,USC00315890,2012-03-29,11.99,27.8,2.8,Weak Hot,2012,MT AIRY 2 W,-80.6508,36.4992,POINT (-80.6508 36.4992),25,NC,North Carolina,37
102417,1534102,USC00315890,2012-03-21,12.49,28.3,8.9,Weak Hot,2012,MT AIRY 2 W,-80.6508,36.4992,POINT (-80.6508 36.4992),25,NC,North Carolina,37
102418,1536955,USC00315890,2012-09-01,14.31,34.4,20.0,Strong Hot,2012,MT AIRY 2 W,-80.6508,36.4992,POINT (-80.6508 36.4992),25,NC,North Carolina,37
